OID_,CID,L7_20140124_NIR,L7_20140209_NIR,L7_20140313_NIR,L7_20141023_NIR,L7_20141210_NIR,L7_20150127_NIR,L7_20150212_NIR,L7_20170116_NIR,L7_20170201_NIR,L7_20170508_NIR,L7_20171202_NIR,L7_20180308_NIR,L7_20181205_NIR,L7_20200125_NIR,L7_20201124_NIR,L7_20201210_NIR,L7_20211127_NIR,L7_20211229_NIR,L7_20220114_NIR,L7_20220404_NIR,L7_20221024_NIR,L7_20221202_NIR,L7_20221214_NIR,L7_20221219_NIR,L7_20230319_NIR,L7_20230324_NIR,L7_20230916_NIR,L7_20230921_NIR
291,1,0.198117500000000,0.190637500000000,0.193607500000000,0.218715000000000,0.217697500000000,nan,0.199767500000000,nan,nan,0.256747500000000,0.204965000000000,0.197787500000000,0.205762500000000,0.172955000000000,0.188190000000000,0.179142500000000,0.208237500000000,0.202242500000000,0.189097500000000,0.196357500000000,0.222620000000000,nan,0.236205000000000,0.198365000000000,0.211400000000000,nan,0.176667500000000,0.179142500000000
292,1,0.173725000000000,0.168362500000000,0.181865000000000,nan,0.188960000000000,0.179555000000000,0.192617500000000,0.216075000000000,0.208815000000000,0.243190000000000,0.201115000000000,0.197182500000000,0.181397500000000,nan,0.187915000000000,0.210987500000000,0.207687500000000,0.191627500000000,0.198475000000000,0.201280000000000,0.204002500000000,nan,0.201307500000000,0.186540000000000,0.192177500000000,nan,0.219155000000000,0.199162500000000
293,1,0.208155000000000,nan,nan,0.226552500000000,0.224187500000000,0.220557500000000,0.218220000000000,0.223775000000000,0.218715000000000,nan,nan,0.201142500000000,nan,0.204690000000000,nan,0.234252500000000,0.220035000000000,0.207082500000000,nan,0.205487500000000,0.234967500000000,nan,nan,0.209750000000000,0.204470000000000,nan,nan,0.219457500000000
294,1,0.204882500000000,0.190720000000000,0.201610000000000,0.218660000000000,0.214095000000000,0.203975000000000,0.209392500000000,0.222565000000000,0.218632500000000,0.261862500000000,0.215635000000000,0.244675000000000,0.202242500000000,0.183542500000000,nan,0.199602500000000,0.199960000000000,nan,0.189125000000000,0.200592500000000,0.198255000000000,nan,nan,0.186760000000000,0.179857500000000,nan,nan,0.226387500000000
295,1,0.204800000000000,nan,nan,0.218412500000000,0.221685000000000,0.211345000000000,0.212472500000000,0.201802500000000,0.196522500000000,nan,nan,0.206670000000000,nan,0.208815000000000,nan,0.221465000000000,0.221465000000000,0.208512500000000,nan,0.200895000000000,0.222290000000000,nan,nan,0.210162500000000,0.211152500000000,nan,nan,0.226277500000000
296,1,nan,0.235435000000000,0.232795000000000,0.239725000000000,nan,0.204305000000000,0.206285000000000,0.226772500000000,0.222070000000000,0.235215000000000,0.219457500000000,0.209420000000000,0.205817500000000,0.233647500000000,0.229330000000000,nan,nan,0.233922500000000,0.232052500000000,nan,0.216460000000000,nan,0.209392500000000,nan,0.142457500000000,nan,nan,0.118532500000000
297,1,0.245885000000000,0.237470000000000,0.251467500000000,nan,0.227652500000000,0.227130000000000,0.230980000000000,0.212527500000000,0.205597500000000,0.247562500000000,0.208210000000000,0.216982500000000,0.208677500000000,nan,0.195175000000000,0.205900000000000,0.186622500000000,0.176447500000000,0.174605000000000,0.223747500000000,0.222510000000000,nan,0.201307500000000,nan,0.210740000000000,nan,0.239697500000000,0.206065000000000
298,1,0.201995000000000,0.200235000000000,0.201417500000000,0.231365000000000,0.221327500000000,0.214232500000000,nan,0.202077500000000,0.202435000000000,0.239587500000000,0.126232500000000,0.126122500000000,0.133135000000000,0.162340000000000,0.165805000000000,0.146912500000000,0.200042500000000,nan,0.174935000000000,0.187667500000000,0.185412500000000,0.186705000000000,0.188025000000000,0.180875000000000,0.198805000000000,nan,0.240797500000000,0.219265000000000
299,1,0.201445000000000,0.187392500000000,0.193470000000000,nan,0.206725000000000,0.186760000000000,0.192782500000000,0.223087500000000,0.195862500000000,0.242310000000000,0.186870000000000,0.161570000000000,0.139927500000000,nan,0.184340000000000,0.203260000000000,0.190940000000000,0.166355000000000,0.170012500000000,0.182772500000000,0.210272500000000,nan,0.194542500000000,0.168967500000000,0.179500000000000,nan,0.233427500000000,0.205845000000000
300,1,0.239505000000000,nan,nan,0.243905000000000,0.249570000000000,0.230952500000000,0.232025000000000,0.191160000000000,0.179802500000000,nan,nan,0.161817500000000,nan,0.172955000000000,nan,0.179197500000000,0.208155000000000,0.181865000000000,nan,0.201115000000000,0.204195000000000,nan,nan,0.186732500000000,0.192865000000000,nan,nan,0.239752500000000
301,1,0.183955000000000,0.177712500000000,0.193442500000000,0.209750000000000,0.199465000000000,0.186705000000000,0.199272500000000,0.201747500000000,0.192590000000000,0.236782500000000,0.190252500000000,0.201362500000000,0.198640000000000,0.201115000000000,0.191572500000000,0.203122500000000,0.211537500000000,0.181315000000000,0.198282500000000,nan,0.247177500000000,nan,0.228587500000000,nan,0.229880000000000,nan,nan,0.199080000000000
302,1,0.173560000000000,0.165200000000000,0.189592500000000,0.201775000000000,0.195807500000000,nan,0.186485000000000,nan,nan,0.267362500000000,0.186622500000000,0.201252500000000,0.157115000000000,0.187007500000000,0.187695000000000,0.202902500000000,0.194955000000000,0.171030000000000,0.174577500000000,0.238047500000000,0.222345000000000,nan,0.262715000000000,0.215552500000000,0.273715000000000,nan,0.233317500000000,0.225645000000000
303,1,0.211730000000000,0.202957500000000,0.216817500000000,0.230842500000000,0.220695000000000,0.213517500000000,0.215305000000000,0.241815000000000,0.218412500000000,0.257627500000000,0.211757500000000,0.217532500000000,0.215800000000000,0.222647500000000,0.206422500000000,0.214837500000000,0.220117500000000,0.201692500000000,0.222042500000000,nan,0.228697500000000,nan,0.228725000000000,nan,0.204910000000000,nan,nan,0.179060000000000
304,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
305,1,0.207935000000000,0.196550000000000,0.204992500000000,0.230457500000000,0.234747500000000,0.213655000000000,0.221327500000000,0.219677500000000,0.205460000000000,0.247837500000000,0.214700000000000,nan,0.219072500000000,nan,0.213737500000000,0.236095000000000,0.223967500000000,0.216982500000000,0.221960000000000,0.209805000000000,0.240742500000000,nan,0.249020000000000,0.221410000000000,0.217092500000000,nan,0.260982500000000,0.232905000000000
306,1,0.176915000000000,0.171332500000000,0.177850000000000,0.193222500000000,0.188850000000000,0.183405000000000,0.189235000000000,0.190857500000000,0.182772500000000,0.216075000000000,0.182882500000000,0.185110000000000,0.160387500000000,0.211812500000000,0.183790000000000,0.155987500000000,0.190417500000000,0.170727500000000,0.183845000000000,nan,0.215635000000000,nan,0.194075000000000,nan,0.191710000000000,nan,0.246462500000000,0.238735000000000
307,1,0.180710000000000,0.184532500000000,nan,0.209887500000000,0.186072500000000,0.173642500000000,0.167345000000000,0.205295000000000,0.189565000000000,0.290627500000000,0.194542500000000,0.197705000000000,0.177987500000000,0.201692500000000,nan,0.209557500000000,0.141000000000000,nan,0.113060000000000,0.200840000000000,0.178922500000000,nan,nan,0.092765000000000,0.160965000000000,nan,nan,0.192700000000000
308,1,nan,0.235022500000000,0.247865000000000,0.247837500000000,nan,0.244785000000000,0.247782500000000,0.226360000000000,0.202462500000000,0.249295000000000,0.226552500000000,0.193497500000000,nan,0.208622500000000,0.199410000000000,nan,nan,0.177135000000000,nan,nan,0.210245000000000,nan,nan,nan,0.211455000000000,nan,nan,0.219787500000000
309,1,0.215002500000000,0.202792500000000,0.205102500000000,nan,0.231337500000000,0.217395000000000,0.221437500000000,0.242062500000000,0.222152500000000,0.254795000000000,0.212362500000000,nan,0.208677500000000,nan,0.213765000000000,0.238212500000000,0.232575000000000,0.217312500000000,0.221932500000000,0.210162500000000,0.235022500000000,nan,0.235847500000000,0.221410000000000,0.216900000000000,nan,0.161927500000000,0.145455000000000
310,1,nan,nan,0.212747500000000,0.205487500000000,nan,0.186842500000000,0.195752500000000,0.201527500000000,0.186072500000000,nan,nan,0.213325000000000,nan,0.243630000000000,0.247205000000000,nan,nan,0.237140000000000,nan,0.237800000000000,0.265602500000000,nan,nan,nan,0.242145000000000,nan,nan,0.272505000000000
311,1,0.187557500000000,nan,nan,0.193442500000000,0.182580000000000,0.177465000000000,0.186842500000000,0.217587500000000,0.203012500000000,nan,nan,0.210080000000000,nan,0.190912500000000,nan,0.180297500000000,0.191297500000000,0.242007500000000,nan,0.219347500000000,0.204195000000000,nan,nan,0.186842500000000,0.204717500000000,nan,nan,0.199465000000000
312,1,0.208265000000000,0.203425000000000,0.201747500000000,0.218412500000000,0.217862500000000,0.207467500000000,nan,0.252072500000000,0.238020000000000,0.269837500000000,0.226360000000000,0.216817500000000,0.119302500000000,0.233372500000000,0.236645000000000,0.240632500000000,0.250367500000000,nan,0.236507500000000,0.228862500000000,0.253887500000000,nan,0.257600000000000,0.227735000000000,0.236232500000000,nan,0.276162500000000,0.259882500000000
313,1,0.177300000000000,0.162725000000000,0.174220000000000,0.197375000000000,0.185880000000000,nan,0.183350000000000,nan,nan,0.238405000000000,0.180132500000000,0.189620000000000,0.153760000000000,0.180325000000000,0.199382500000000,0.209475000000000,0.199905000000000,0.177547500000000,0.165255000000000,0.173367500000000,0.197512500000000,nan,0.174165000000000,0.157280000000000,0.185825000000000,nan,0.204470000000000,0.212885000000000
314,1,nan,0.162010000000000,0.177960000000000,0.188767500000000,nan,0.163165000000000,0.173450000000000,0.191435000000000,0.183185000000000,0.265080000000000,0.179830000000000,0.189565000000000,0.181150000000000,0.183405000000000,0.184065000000000,nan,nan,0.181562500000000,0.188877500000000,nan,0.222620000000000,nan,0.221850000000000,nan,0.198337500000000,nan,nan,0.219677500000000
315,1,0.163000000000000,0.162092500000000,0.174165000000000,0.176392500000000,0.157307500000000,0.160030000000000,0.163962500000000,0.173037500000000,0.166850000000000,0.235572500000000,0.158407500000000,nan,0.153815000000000,0.183570000000000,0.184147500000000,0.209227500000000,0.187447500000000,0.177190000000000,0.189070000000000,0.196357500000000,0.210162500000000,nan,0.215992500000000,0.174935000000000,nan,nan,0.225755000000000,nan
316,1,0.212087500000000,0.200290000000000,0.217092500000000,0.222977500000000,0.214287500000000,0.204030000000000,0.212940000000000,0.205405000000000,0.189537500000000,0.242942500000000,0.194267500000000,nan,0.198777500000000,0.169517500000000,0.218055000000000,0.183460000000000,0.229522500000000,0.197402500000000,0.203507500000000,0.229137500000000,0.259855000000000,0.224215000000000,0.243135000000000,0.204415000000000,0.230567500000000,nan,0.318540000000000,0.292745000000000
317,1,0.214920000000000,0.206670000000000,0.212830000000000,nan,0.218110000000000,0.207357500000000,0.212335000000000,0.227377500000000,0.215470000000000,0.241815000000000,0.215882500000000,0.209640000000000,0.188300000000000,nan,0.195505000000000,0.209612500000000,0.220777500000000,0.214342500000000,0.217505000000000,0.205405000000000,0.246572500000000,nan,0.250697500000000,0.227487500000000,0.223390000000000,nan,0.260597500000000,0.246490000000000
318,1,0.198200000000000,0.190967500000000,0.205542500000000,0.231365000000000,0.200262500000000,0.191077500000000,0.196467500000000,0.199437500000000,0.189895000000000,0.281552500000000,0.198117500000000,nan,0.129752500000000,0.187612500000000,0.188300000000000,0.200895000000000,0.195450000000000,0.226002500000000,0.184367500000000,0.242365000000000,0.216267500000000,nan,0.195285000000000,0.169160000000000,nan,nan,0.246682500000000,nan
319,1,nan,nan,0.197430000000000,0.226855000000000,nan,0.224105000000000,0.225315000000000,0.241265000000000,0.224985000000000,nan,nan,0.220860000000000,nan,0.229770000000000,0.221630000000000,nan,nan,0.115287500000000,nan,0.118065000000000,0.204195000000000,nan,nan,nan,0.179720000000000,nan,nan,0.232822500000000
320,1,0.197787500000000,0.194075000000000,0.197677500000000,0.222867500000000,0.196632500000000,0.190720000000000,0.202682500000000,0.212995000000000,0.189840000000000,0.238982500000000,0.194542500000000,nan,0.174715000000000,0.191105000000000,0.199575000000000,0.200895000000000,0.182992500000000,0.178400000000000,0.165502500000000,0.205570000000000,0.191627500000000,nan,0.181507500000000,0.151725000000000,nan,nan,0.204800000000000,nan
321,1,0.215525000000000,0.200620000000000,0.220915000000000,0.218577500000000,0.200345000000000,0.183845000000000,0.186787500000000,0.234692500000000,0.222207500000000,0.255702500000000,0.223115000000000,0.209337500000000,0.147022500000000,0.226607500000000,0.229302500000000,0.237607500000000,0.237415000000000,0.224957500000000,0.231805000000000,0.209997500000000,0.253172500000000,nan,0.264447500000000,nan,0.229715000000000,nan,0.267692500000000,0.253200000000000
322,1,0.201720000000000,0.190885000000000,0.201720000000000,0.193222500000000,0.200125000000000,0.190307500000000,nan,0.227487500000000,0.222042500000000,0.325167500000000,0.215470000000000,0.217862500000000,0.184725000000000,0.208430000000000,0.210987500000000,0.225260000000000,0.224820000000000,nan,0.226882500000000,0.215497500000000,0.222895000000000,nan,nan,0.239175000000000,0.223967500000000,nan,nan,0.239862500000000
323,1,0.222207500000000,0.219347500000000,0.232822500000000,nan,0.217945000000000,0.224545000000000,0.232190000000000,0.249487500000000,0.239202500000000,0.330887500000000,0.213242500000000,0.230567500000000,0.160937500000000,nan,0.210877500000000,0.229495000000000,0.224820000000000,0.257792500000000,0.227240000000000,0.260542500000000,0.253337500000000,nan,0.257957500000000,0.227845000000000,0.248195000000000,nan,0.289005000000000,0.246545000000000
324,1,0.222345000000000,0.206285000000000,0.220942500000000,0.226910000000000,0.214150000000000,0.204002500000000,0.214727500000000,0.222427500000000,0.205762500000000,0.312682500000000,0.197760000000000,nan,0.219457500000000,nan,0.229192500000000,0.212060000000000,0.212445000000000,0.187227500000000,0.198750000000000,0.261477500000000,0.235572500000000,0.186705000000000,0.209007500000000,0.186842500000000,0.230512500000000,nan,0.248057500000000,0.233400000000000
325,1,0.211070000000000,0.205927500000000,0.208925000000000,nan,0.217807500000000,0.203975000000000,0.198667500000000,0.230622500000000,0.218550000000000,0.279930000000000,0.222510000000000,0.216707500000000,0.205350000000000,nan,0.210162500000000,0.234555000000000,0.220640000000000,0.217587500000000,0.207825000000000,0.219402500000000,0.253227500000000,nan,0.264090000000000,0.227377500000000,0.223005000000000,nan,0.253805000000000,0.219430000000000
326,1,0.219182500000000,0.203342500000000,0.209640000000000,0.235105000000000,0.221877500000000,0.217945000000000,0.213215000000000,0.224325000000000,0.219457500000000,0.291012500000000,0.216405000000000,nan,0.150350000000000,0.209310000000000,0.214507500000000,0.225370000000000,0.220117500000000,0.204387500000000,0.198420000000000,0.242722500000000,0.228202500000000,nan,0.215827500000000,0.186457500000000,0.222785000000000,nan,0.225370000000000,nan
327,1,0.194377500000000,0.190857500000000,0.193470000000000,0.214177500000000,0.210987500000000,nan,0.205982500000000,nan,nan,0.245280000000000,0.219485000000000,0.213572500000000,0.177987500000000,0.205295000000000,0.210520000000000,0.226085000000000,0.229192500000000,0.219375000000000,0.217505000000000,0.209915000000000,0.240440000000000,nan,0.250670000000000,0.227597500000000,0.229660000000000,nan,0.260707500000000,0.239752500000000
328,1,0.194267500000000,0.184037500000000,0.193387500000000,0.209860000000000,0.195835000000000,0.190170000000000,nan,0.217010000000000,0.192535000000000,0.260542500000000,0.190252500000000,0.201197500000000,0.198640000000000,0.201115000000000,0.198942500000000,0.211235000000000,0.203122500000000,nan,0.203040000000000,0.228587500000000,0.179115000000000,nan,0.160002500000000,0.104342500000000,0.186127500000000,nan,0.204855000000000,0.192315000000000
329,1,0.211345000000000,0.202600000000000,0.208815000000000,0.226250000000000,0.234637500000000,0.220365000000000,0.218110000000000,0.195010000000000,0.195752500000000,0.223252500000000,0.197265000000000,0.208705000000000,0.195175000000000,0.208100000000000,0.210025000000000,0.230787500000000,0.215497500000000,0.191352500000000,0.193497500000000,0.209640000000000,0.228257500000000,nan,0.228230000000000,nan,0.217065000000000,nan,0.260817500000000,0.232437500000000
330,1,0.197897500000000,0.191407500000000,0.189812500000000,0.209997500000000,0.196632500000000,0.187227500000000,0.186622500000000,0.235545000000000,0.225590000000000,0.320410000000000,0.223197500000000,0.205955000000000,0.157225000000000,0.209200000000000,0.221795000000000,0.225865000000000,0.236782500000000,0.224792500000000,0.222015000000000,0.237580000000000,0.234032500000000,nan,0.250257500000000,nan,0.223005000000000,nan,0.267417500000000,0.232822500000000
331,1,nan,nan,nan,0.222620000000000,0.228477500000000,0.200730000000000,0.205900000000000,0.216707500000000,0.202627500000000,nan,nan,0.205515000000000,nan,0.230347500000000,nan,nan,nan,0.218797500000000,nan,0.260652500000000,0.240770000000000,nan,nan,nan,0.278830000000000,nan,nan,0.246435000000000
332,1,0.173505000000000,0.184037500000000,0.181700000000000,0.205570000000000,0.178097500000000,0.172735000000000,0.179335000000000,0.197952500000000,0.185962500000000,0.271515000000000,0.182772500000000,0.184945000000000,0.184560000000000,0.176035000000000,0.190995000000000,0.194542500000000,0.194487500000000,0.170727500000000,0.174302500000000,nan,0.209420000000000,nan,0.193882500000000,nan,0.191792500000000,nan,0.239340000000000,0.218275000000000
333,1,0.163302500000000,0.143475000000000,0.174247500000000,0.210052500000000,0.186182500000000,nan,0.190032500000000,nan,nan,0.242585000000000,0.190995000000000,0.213380000000000,0.160827500000000,0.191105000000000,0.188327500000000,0.200895000000000,0.237662500000000,0.219347500000000,0.227075000000000,0.223912500000000,0.216240000000000,nan,0.216102500000000,0.192590000000000,0.192397500000000,nan,0.225865000000000,0.219622500000000
334,1,0.201472500000000,0.200565000000000,0.213490000000000,0.210025000000000,0.207577500000000,0.200840000000000,nan,0.225067500000000,0.209612500000000,0.313205000000000,0.212747500000000,0.221685000000000,0.146857500000000,0.212995000000000,0.218110000000000,0.217395000000000,0.224050000000000,nan,0.207797500000000,0.237635000000000,0.233922500000000,nan,nan,0.203892500000000,0.229220000000000,nan,nan,0.232767500000000
335,1,nan,0.229275000000000,0.240550000000000,0.239642500000000,nan,0.228147500000000,0.241512500000000,0.245252500000000,0.244757500000000,0.294972500000000,0.230127500000000,0.233372500000000,0.209117500000000,0.230265000000000,0.218247500000000,nan,nan,0.234967500000000,0.227157500000000,nan,0.247067500000000,nan,0.250972500000000,nan,0.236260000000000,nan,nan,0.233125000000000
336,1,nan,nan,nan,0.205597500000000,0.163935000000000,0.155960000000000,0.157032500000000,0.212280000000000,0.202077500000000,nan,nan,0.208540000000000,nan,0.204470000000000,nan,nan,nan,0.206257500000000,nan,0.218990000000000,0.227872500000000,nan,nan,nan,0.241512500000000,nan,nan,0.245087500000000
337,1,0.201280000000000,0.190472500000000,0.209502500000000,0.230897500000000,0.225040000000000,nan,0.222290000000000,nan,nan,0.311335000000000,0.208595000000000,0.233290000000000,0.143420000000000,0.226332500000000,0.229110000000000,0.233482500000000,0.244867500000000,0.225232500000000,0.226745000000000,0.242310000000000,0.252512500000000,nan,0.264062500000000,0.221410000000000,0.247755000000000,nan,0.260047500000000,0.246242500000000
338,1,0.204827500000000,0.199795000000000,0.201555000000000,0.222345000000000,0.217725000000000,0.210932500000000,nan,0.173587500000000,0.176777500000000,0.242475000000000,0.176750000000000,0.189730000000000,0.136462500000000,0.155410000000000,0.191820000000000,0.184312500000000,0.198997500000000,nan,0.184037500000000,0.219265000000000,0.215470000000000,nan,0.236287500000000,0.180517500000000,0.204305000000000,nan,0.253007500000000,0.226085000000000
339,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
340,1,nan,nan,nan,0.239202500000000,nan,0.227817500000000,0.228752500000000,0.245830000000000,0.234940000000000,nan,nan,0.225425000000000,nan,0.240715000000000,nan,nan,nan,0.235435000000000,nan,0.223857500000000,0.234005000000000,nan,0.236260000000000,nan,0.235435000000000,nan,nan,0.232850000000000
341,1,0.204415000000000,0.193332500000000,0.205047500000000,0.205487500000000,0.210355000000000,0.193607500000000,0.205790000000000,0.216157500000000,nan,0.247177500000000,0.196935000000000,0.185165000000000,0.160497500000000,0.179830000000000,0.180297500000000,0.198420000000000,0.182470000000000,0.161102500000000,0.160442500000000,0.195890000000000,0.197705000000000,nan,0.194487500000000,0.163027500000000,nan,nan,0.240055000000000,nan
342,1,0.180627500000000,nan,nan,0.201747500000000,0.189620000000000,0.180600000000000,0.186787500000000,0.198337500000000,0.189867500000000,nan,nan,0.194872500000000,0.178180000000000,0.187392500000000,nan,0.196742500000000,0.209035000000000,0.182607500000000,nan,0.223912500000000,0.228587500000000,nan,nan,0.192590000000000,0.217587500000000,nan,nan,0.226387500000000
343,1,nan,0.224655000000000,0.239780000000000,0.238845000000000,nan,0.223967500000000,0.230952500000000,0.219925000000000,0.211922500000000,0.233455000000000,0.218522500000000,0.209062500000000,0.198667500000000,0.236397500000000,0.224875000000000,nan,nan,0.232025000000000,nan,nan,0.253062500000000,nan,0.283037500000000,nan,0.235765000000000,nan,nan,0.225782500000000
344,1,0.187612500000000,0.181122500000000,0.185687500000000,0.193057500000000,0.196055000000000,0.190225000000000,nan,0.227020000000000,0.208787500000000,0.243162500000000,0.204360000000000,0.205185000000000,0.205597500000000,0.208320000000000,0.210355000000000,0.220007500000000,0.215910000000000,nan,0.207935000000000,0.205487500000000,0.222592500000000,nan,0.242612500000000,0.204112500000000,0.204992500000000,nan,0.240302500000000,0.232520000000000
345,1,0.191077500000000,0.191132500000000,0.201225000000000,0.206312500000000,0.204140000000000,0.197292500000000,0.196550000000000,0.192232500000000,0.186375000000000,0.248937500000000,0.187090000000000,0.186017500000000,0.140092500000000,0.198035000000000,0.191902500000000,0.209035000000000,0.203425000000000,0.204305000000000,0.198530000000000,0.191710000000000,0.191352500000000,nan,0.194955000000000,nan,0.160800000000000,nan,0.197265000000000,0.172432500000000
346,1,0.218687500000000,0.209750000000000,0.221135000000000,0.222757500000000,0.224847500000000,0.217367500000000,0.222427500000000,0.216047500000000,0.208952500000000,0.231337500000000,0.212280000000000,0.209282500000000,0.202105000000000,0.222702500000000,0.217917500000000,0.232712500000000,0.241925000000000,nan,0.222317500000000,0.219677500000000,0.241375000000000,nan,nan,0.221877500000000,0.223775000000000,nan,nan,0.246682500000000
347,1,0.215360000000000,nan,nan,0.243657500000000,0.214837500000000,0.210905000000000,0.209255000000000,0.159287500000000,0.131347500000000,nan,nan,0.154392500000000,nan,0.159012500000000,nan,0.193057500000000,nan,0.188217500000000,nan,0.209942500000000,0.246490000000000,nan,nan,0.198145000000000,0.204442500000000,nan,nan,0.252897500000000
348,1,0.184092500000000,0.174825000000000,0.158572500000000,nan,0.192562500000000,0.180160000000000,0.189950000000000,0.220007500000000,0.205597500000000,0.243657500000000,0.190225000000000,0.197512500000000,0.174522500000000,nan,0.199135000000000,0.199795000000000,0.195202500000000,0.186815000000000,0.193717500000000,0.200840000000000,0.210300000000000,nan,0.215222500000000,0.192397500000000,0.198750000000000,nan,0.226002500000000,0.205845000000000
349,1,nan,nan,nan,0.226882500000000,0.225122500000000,0.207577500000000,0.212527500000000,0.223857500000000,0.209667500000000,nan,nan,0.210300000000000,nan,0.194817500000000,nan,0.221465000000000,nan,0.220777500000000,nan,0.200785000000000,0.234802500000000,nan,nan,nan,0.204717500000000,nan,nan,0.165805000000000
350,1,0.233152500000000,0.219320000000000,nan,0.239532500000000,0.225370000000000,0.214425000000000,0.215607500000000,0.257022500000000,0.238927500000000,0.259442500000000,0.244427500000000,0.230100000000000,0.160772500000000,0.244510000000000,nan,0.270497500000000,0.253777500000000,nan,0.231667500000000,0.223995000000000,0.253145000000000,nan,nan,0.245005000000000,0.223032500000000,nan,nan,0.253007500000000
351,1,0.166987500000000,0.168665000000000,0.185907500000000,0.206340000000000,0.168005000000000,0.177052500000000,0.183432500000000,0.172542500000000,0.179912500000000,0.298382500000000,0.187200000000000,0.225782500000000,0.196220000000000,0.190830000000000,0.192287500000000,0.159260000000000,0.174715000000000,0.161707500000000,0.156015000000000,nan,0.210822500000000,nan,nan,nan,0.250230000000000,0.226745000000000,nan,0.232795000000000
352,1,0.201527500000000,0.193772500000000,nan,0.218302500000000,0.214232500000000,0.220860000000000,0.227542500000000,0.219045000000000,0.225095000000000,0.250670000000000,nan,0.213407500000000,0.222895000000000,0.219155000000000,nan,0.220145000000000,0.224957500000000,0.202435000000000,0.203507500000000,0.215360000000000,0.210712500000000,nan,nan,0.163357500000000,0.199107500000000,nan,nan,0.152495000000000
353,1,0.173835000000000,0.168967500000000,0.189620000000000,0.193525000000000,0.186017500000000,0.176915000000000,0.186815000000000,0.184917500000000,0.173422500000000,0.220750000000000,0.162092500000000,nan,0.126260000000000,0.173092500000000,0.169572500000000,0.180352500000000,0.178372500000000,0.172817500000000,0.165337500000000,0.182607500000000,0.172845000000000,nan,0.167290000000000,0.139652500000000,0.160717500000000,nan,0.190170000000000,nan
354,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
355,1,0.218770000000000,0.209722500000000,0.216982500000000,0.222620000000000,0.224957500000000,0.214397500000000,0.215772500000000,0.216102500000000,0.199300000000000,0.251962500000000,0.208622500000000,0.197980000000000,0.153925000000000,0.212170000000000,0.210657500000000,nan,nan,0.217972500000000,0.222400000000000,nan,0.204140000000000,nan,0.209310000000000,nan,0.217725000000000,nan,nan,0.199630000000000
356,1,0.232657500000000,0.225947500000000,0.221080000000000,0.239752500000000,0.214315000000000,0.200840000000000,0.206312500000000,0.233785000000000,0.234967500000000,0.245610000000000,0.205157500000000,0.209227500000000,0.198915000000000,0.222950000000000,0.218165000000000,0.228835000000000,0.242502500000000,0.223390000000000,0.208320000000000,0.205515000000000,0.265932500000000,nan,0.216322500000000,nan,0.123400000000000,nan,0.112180000000000,0.111767500000000
357,1,0.201390000000000,0.193772500000000,0.205405000000000,0.214342500000000,0.214095000000000,0.200537500000000,0.206037500000000,0.205075000000000,0.195972500000000,0.258837500000000,0.169050000000000,0.189400000000000,0.171167500000000,0.201335000000000,0.188080000000000,0.199575000000000,0.220777500000000,0.187062500000000,0.193882500000000,nan,0.235380000000000,nan,0.222675000000000,nan,0.192425000000000,nan,nan,0.246242500000000
358,1,nan,nan,0.221025000000000,0.231035000000000,nan,0.197430000000000,0.196550000000000,0.249020000000000,0.232162500000000,nan,nan,0.221382500000000,nan,0.233702500000000,nan,nan,nan,0.219815000000000,nan,0.200757500000000,0.253172500000000,nan,nan,nan,0.217257500000000,nan,nan,0.246572500000000
359,1,0.166685000000000,0.168170000000000,0.181782500000000,0.188657500000000,0.181892500000000,0.166410000000000,0.179747500000000,0.204442500000000,0.182910000000000,0.290435000000000,0.197347500000000,0.196990000000000,0.174495000000000,0.172790000000000,0.154502500000000,0.163302500000000,0.182360000000000,0.155987500000000,0.169930000000000,nan,0.222455000000000,nan,0.187530000000000,nan,0.204827500000000,nan,0.240192500000000,0.232547500000000
360,1,0.201527500000000,0.197045000000000,0.201417500000000,0.222730000000000,0.217560000000000,nan,0.196495000000000,nan,0.228285000000000,0.246242500000000,0.215470000000000,0.209365000000000,0.226387500000000,0.226277500000000,0.225397500000000,0.240000000000000,0.241512500000000,0.222785000000000,0.217560000000000,0.214947500000000,0.247810000000000,nan,0.249927500000000,0.215910000000000,0.230457500000000,nan,0.198145000000000,0.192892500000000
361,1,0.198255000000000,nan,nan,0.218357500000000,0.210190000000000,0.203507500000000,0.205735000000000,0.220310000000000,0.199190000000000,nan,nan,0.213545000000000,nan,0.208622500000000,nan,0.214700000000000,0.203617500000000,0.191545000000000,nan,0.247315000000000,0.222592500000000,nan,nan,0.192397500000000,0.242227500000000,nan,nan,0.239230000000000
